"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30057","SEC-08: XSS and HTML Injection in Transactions","webkit","2026-04-06","broken","2026-04-06","IBM Bank - Data Privacy & Injection Suite (SEC 11-20)","Security_Tests\dataPrivacy.spec.js","",""
"","1223","E2E-02: Correct Username Display in Greeting","chromium","2026-04-06","passed","2026-04-06","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","141","API-05: Successful Login & Token Generation","chromium","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","3967","Accessibility Test","chromium","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","10","API-TR-08: Block Transfer with No Token","firefox","2026-04-01","passed","2026-04-01","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","77","API-TR-04: Reject Non-Numeric Account Number","firefox","2026-04-06","passed","2026-04-06","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","139","API-TR-07: Reject Transfer if Amount > newBalance","chromium","2026-04-01","passed","2026-04-01","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","2126","E2E-15: Empty state: Recent activity list","chromium","2026-04-02","failed","2026-04-02","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","6168","1. Should show login page by default","chromium","2026-03-24","failed","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","4391","SEC-10: Error Message Exposure (Stack Trace Check)","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Data Privacy & Injection Suite (SEC 11-20)","Security_Tests\dataPrivacy.spec.js","",""
"","613","API-06: Populate Validation - Sender and Receiver scrubbing","chromium","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","1195","18. Cart page lists selected items correctly","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Cart Logic","e-commerce_Tests\saucedemo.spec.js","",""
"","4113","SEC-15: Parameter Pollution - Double Amount Input","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","424","SEC-06: Secure Cookie Flags","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","15","API-04: Should retrieve user profile using valid Bearer token","chromium","2026-03-27","failed","2026-03-27","Auth Module - API Integration Tests","Auth_Login_Tests\authAPI.spec.js","",""
"","73","API-02: Header Check - Content-Type validation","firefox","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","214","API-TR-06: Valid Transfer and Balance Deduction","firefox","2026-04-01","passed","2026-04-01","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","1313","Accessibility Test","chromium","2026-04-06","passed","2026-04-06","homepage","Auth_Login_Tests\authAPI.spec.js","",""
"","4381","E2E-03: Secure Logout and Back-Button Protection","firefox","2026-04-06","passed","2026-04-06","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","1609","15. Badge count increments on catalog page","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Catalog Operations","e-commerce_Tests\saucedemo.spec.js","",""
"","4132","UI-TR-03: Invalid Account Number Alert","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","3681","5. Logout functionality clears session and redirects","firefox","2026-04-06","passed","2026-04-06","SauceDemo Functional Check","e-commerce_Tests\saucedemo.spec.js","",""
"","2776","UI-TR-05: Cancel Button Functionality","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","3916","E2E-06: Unauthorized Access Redirect","firefox","2026-04-02","passed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","2516","37. Sidebar closes on cross button click","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Sidebar and State","e-commerce_Tests\saucedemo.spec.js","",""
"","100","API-TR-09: Reject Non-Numeric Account Number","webkit","2026-04-01","passed","2026-04-01","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","463","SEC-06: Secure Cookie Flags (If applicable)","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","7619","Accessibility Test","firefox","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","641","SEC-01: NoSQL Injection in Login Bypass","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","1435","UF-02: Dashboard View All History Action","chromium","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","30048","SEC-27: Referrer Policy - External Link Privacy","chromium","2026-04-02","broken","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","5455","Accessibility Test","webkit","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","572","E2E-06: Unauthorized Access Redirect","chromium","2026-04-02","passed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","983","UI-03: Toggle between Login and Registration forms","chromium","2026-04-06","passed","2026-04-06","Auth Module - UI Tests","Auth_Login_Tests\authUI.spec.js","",""
"","3598","11. Clicking image opens detail page","firefox","2026-04-06","passed","2026-04-06","SauceDemo Functional Check > Catalog Operations","e-commerce_Tests\saucedemo.spec.js","",""
"","5528","UI-TR-02: Instant Balance Update","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","30075","4. Should show error for invalid credentials","chromium","2026-03-24","broken","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","1068","SEC-13: Admin Route Bypass - Unauthorized Navigation","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","63","API-TR-02: Reject Transfer if Amount > newBalance","chromium","2026-04-06","passed","2026-04-06","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","1033","SEC-15: Parameter Pollution - Double Amount Input","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","0","15. Should add new row to History table after transaction","chromium","2026-03-24","skipped","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","164","API-09: Verify Account Number is 10 Digits","webkit","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","3587","E2E-07: Responsive view switching","firefox","2026-04-06","passed","2026-04-06","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","4453","UF-05: Sidebar Mutual Exclusion","firefox","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","4168","SEC-12: Horizontal Privilege Escalation - Balance Bypass","firefox","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","4553","22. Cart persists after refreshing page","firefox","2026-04-06","passed","2026-04-06","SauceDemo Functional Check > Cart Logic","e-commerce_Tests\saucedemo.spec.js","",""
"","0","API-07: Should return 401 when accessing /me without a token","chromium","2026-03-27","skipped","2026-03-27","Auth Module - API Integration Tests","Auth_Login_Tests\authAPI.spec.js","",""
"","286","API-TR-01: Valid Transfer and Balance Deduction","firefox","2026-04-06","passed","2026-04-06","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","2000","E2E-12: Sidebar navigation links work","chromium","2026-04-02","passed","2026-04-02","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","166","API-03: Should return a valid JWT token on login","chromium","2026-03-27","passed","2026-03-27","Auth Module - API Integration Tests","Auth_Login_Tests\authAPI.spec.js","",""
"","4392","34. Complete: Finish button creates order","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Checkout Validation","e-commerce_Tests\saucedemo.spec.js","",""
"","2223","E2E-02: Automatic 10-Digit Account Number Generation","webkit","2026-04-02","failed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","6857","E2E-03: Initial $1000 Starting Bonus Verification","webkit","2026-04-02","failed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","698","36. Sidebar opens on burger menu click","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Sidebar and State","e-commerce_Tests\saucedemo.spec.js","",""
"","1779","UI-TR-02: Instant Balance Update","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","1171","SEC-16: API Rate Limiting - Rapid Transaction Throttling","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","7","API-TR-08: Block Transfer with No Token","webkit","2026-04-01","passed","2026-04-01","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","138","API-08: Verify Initial Balance is $1000","firefox","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","73","API-03: Response Time - Verify latency is under 300ms","firefox","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","0","17. Should logout and redirect to login page","chromium","2026-03-24","skipped","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","3620","Accessibility Test","firefox","2026-04-06","passed","2026-04-06","homepage","Auth_Login_Tests\authAPI.spec.js","",""
"","1225","SEC-17: Insecure Redirects - Logout Parameter Attack","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","3746","E2E-08: Dark/Light mode toggle","firefox","2026-04-06","passed","2026-04-06","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","766","SEC-12: Horizontal Privilege Escalation - Balance Bypass","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","36","API-07: Login Fail - Unregistered User","webkit","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","4294","UF-03: Table Schema Visibility","firefox","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","34","API-04: Fail on Invalid Email Format","chromium","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","3538","SEC-01: NoSQL Injection in Login Bypass","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Authentication Security Suite ","Security_Tests\authSecurity.spec.js","",""
"","2245","E2E-08: Dark/Light mode toggle","webkit","2026-04-06","passed","2026-04-06","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","1934","SEC-17: Insecure Redirects - Logout Parameter Attack","webkit","2026-04-06","failed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","827","SEC-03: Password Masking & DOM Security","webkit","2026-04-02","passed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","4875","SEC-04: Broken Authentication - Direct URL Access","firefox","2026-04-02","passed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","6000","SEC-05: JWT Token Tampering","webkit","2026-04-02","failed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","142","API-06: Login Fail - Wrong Password","chromium","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","1734","E2E-09: Loading skeletons appear","webkit","2026-04-06","passed","2026-04-06","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","2346","SEC-13: Admin Route Bypass - Unauthorized Navigation","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","3667","SEC-02: JWT Persistence - Post-Logout Cleanup","firefox","2026-04-02","passed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","4139","SEC-13: Admin Route Bypass - Unauthorized Navigation","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","75","API-04: Array Handling for Users","firefox","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","1068","get started link","chromium","2026-03-24","passed","2026-03-24","","example.spec.js","",""
"","1516","E2E-05: Secure Logout and Back-Button Protection","webkit","2026-04-02","passed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","68","API-03: Response Time - Verify latency is under 300ms","webkit","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","1177","SEC-11: IDOR in History - Unauthorized ID Access","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","4766","1. Valid login flows to inventory","firefox","2026-04-06","passed","2026-04-06","SauceDemo Functional Check","e-commerce_Tests\saucedemo.spec.js","",""
"","0","16. Income/Expense cards should reflect total math","chromium","2026-03-24","skipped","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","4353","E2E-05: Sidebar navigation links work","firefox","2026-04-06","passed","2026-04-06","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","1790","SEC-16: API Rate Limiting - Rapid Transaction Throttling","webkit","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","1823","UI-04: Successful Login redirects to Dashboard","webkit","2026-04-06","passed","2026-04-06","Auth Module - UI Tests","Auth_Login_Tests\authUI.spec.js","",""
"","30038","23. Adding item from Product Detail page works","chromium","2026-04-07","broken","2026-04-07","SauceDemo Functional Check > Cart Logic","e-commerce_Tests\saucedemo.spec.js","",""
"","8929","SEC-13: Admin Route Bypass - Unauthorized Navigation","firefox","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","2114","UI-05: Logout clears session and redirects to Home","webkit","2026-04-06","passed","2026-04-06","Auth Module - UI Tests","Auth_Login_Tests\authUI.spec.js","",""
"","78","API-03: Fail on Missing Password","webkit","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","200","API-08: Verify Initial Balance is $1000","webkit","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","2165","UF-02: Dashboard View All History Action","webkit","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","1200","SEC-04: Broken Authentication - Direct URL Access","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Authentication Security Suite ","Security_Tests\authSecurity.spec.js","",""
"","30107","SEC-08: XSS and HTML Injection in Transactions","firefox","2026-04-06","broken","2026-04-06","IBM Bank - Data Privacy & Injection Suite (SEC 11-20)","Security_Tests\dataPrivacy.spec.js","",""
"","6380","E2E-03: Initial $1000 Starting Bonus Verification","chromium","2026-04-02","failed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","1058","SEC-28: Clickjacking Protection - X-Frame-Options","chromium","2026-04-02","failed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","0","20. Should be responsive (Mobile View)","chromium","2026-03-24","skipped","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","17","API-01: Unauthorized Access - Verify 401 without JWT","firefox","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","5397","UI-05: Logout clears session and redirects to Home","firefox","2026-04-06","passed","2026-04-06","Auth Module - UI Tests","Auth_Login_Tests\authUI.spec.js","",""
"","1864","SEC-14: Method Manipulation - Invalid HTTP Verb","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","3834","E2E-04: Unauthorized Access Redirect","firefox","2026-04-06","passed","2026-04-06","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","936","40. Error on Checkout if Cart is emptied manually","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Sidebar and State","e-commerce_Tests\saucedemo.spec.js","",""
"","5371","7. Should show correct Account Number in header","chromium","2026-03-24","failed","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","1340","UF-03: Table Schema Visibility","chromium","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","1653","SEC-02: JWT Persistence - Post-Logout Cleanup","webkit","2026-04-02","passed","2026-04-02","IBM Bank - Authentication Security Suite (SEC 01-10)","Security_Tests\authSecurity.spec.js","",""
"","907","E2E-05: Secure Logout and Back-Button Protection","chromium","2026-04-02","passed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","235","API-01: Successful Registration","chromium","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","30046","UI-TR-05: Button Disabling - Field Validation","chromium","2026-03-30","broken","2026-03-30","Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","1142","SEC-12: Horizontal Privilege Escalation - Balance Bypass","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","47","API-02: Should reject registration with an existing email","chromium","2026-03-27","passed","2026-03-27","Auth Module - API Integration Tests","Auth_Login_Tests\authAPI.spec.js","",""
"","4299","UF-02: Dashboard View All History Action","firefox","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","154","API-06: Login Fail - Wrong Password","firefox","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","230","API-06: Login Fail - Wrong Password","webkit","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","1665","UI-02: Show error message on invalid login credentials","webkit","2026-04-06","passed","2026-04-06","Auth Module - UI Tests","Auth_Login_Tests\authUI.spec.js","",""
"","2088","Accessibility Test","webkit","2026-04-06","passed","2026-04-06","homepage","Auth_Login_Tests\authAPI.spec.js","",""
"","2116","E2E-03: Secure Logout and Back-Button Protection","webkit","2026-04-06","passed","2026-04-06","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","1906","UF-04: Rapid View Toggle Stability","chromium","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","1782","39. All items link in sidebar works","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Sidebar and State","e-commerce_Tests\saucedemo.spec.js","",""
"","35","API-07: Login Fail - Unregistered User","firefox","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","250","SEC-06: Secure Cookie Flags","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Authentication Security Suite ","Security_Tests\authSecurity.spec.js","",""
"","1513","SEC-15: Parameter Pollution - Double Amount Input","webkit","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","74","API-06: Populate Validation - Sender and Receiver scrubbing","webkit","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","4081","UI-TR-04: Field Validation","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","54","API-03: Fail on Missing Password","chromium","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","1309","E2E-06: Unauthorized Access Redirect","webkit","2026-04-02","passed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","26113","24. Removing item from Product Detail page works","firefox","2026-04-06","failed","2026-04-06","SauceDemo Functional Check > Cart Logic","e-commerce_Tests\saucedemo.spec.js","",""
"","1575","E2E-05: Sidebar navigation links work","chromium","2026-04-06","passed","2026-04-06","Module 2: Dashboard & Profile UI","E2E\Dashboard.spec.js","",""
"","30042","24. Removing item from Product Detail page works","chromium","2026-04-07","broken","2026-04-07","SauceDemo Functional Check > Cart Logic","e-commerce_Tests\saucedemo.spec.js","",""
"","606","SEC-04: Broken Authentication - Direct URL Access","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Authentication Security Suite ","Security_Tests\authSecurity.spec.js","",""
"","1277","UI-TR-04: Field Validation","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","2807","UI-TR-03: Invalid Account Number Alert","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","6595","2. Locked out user receives specific functional error","firefox","2026-04-06","passed","2026-04-06","SauceDemo Functional Check","e-commerce_Tests\saucedemo.spec.js","",""
"","149","API-TR-01: Valid Transfer and Balance Deduction","chromium","2026-04-06","passed","2026-04-06","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","14888","27. Step 1: Blocks empty Last Name","firefox","2026-04-06","failed","2026-04-06","SauceDemo Functional Check > Checkout Validation","e-commerce_Tests\saucedemo.spec.js","",""
"","0","12. Should prevent transfer with 0 amount","chromium","2026-03-24","skipped","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","68","API-02: Header Check - Content-Type validation","chromium","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","1403","1. Valid login flows to inventory","chromium","2026-04-06","passed","2026-04-06","SauceDemo Functional Check","e-commerce_Tests\saucedemo.spec.js","",""
"","1103","SEC-25: Method Manipulation - Invalid HTTP Verb","chromium","2026-04-02","passed","2026-04-02","IBM Bank - Access Control & IDOR Suite (SEC 21-30)","Security_Tests\accessControl.spec.js","",""
"","1432","UF-05: Sidebar Mutual Exclusion","chromium","2026-04-06","passed","2026-04-06","IBM Bank - UI Functional Test Suite (25+ Cases)","History_Tests\historyUI.spec.js","",""
"","0","14. Should update balance instantly after successful transfer","chromium","2026-03-24","skipped","2026-03-24","IBM Bank - Full System Tests","banking.spec.js","",""
"","1099","7. Sorting: Name (A to Z) reorders items","chromium","2026-04-06","passed","2026-04-06","SauceDemo Functional Check > Catalog Operations","e-commerce_Tests\saucedemo.spec.js","",""
"","871","SEC-01: NoSQL Injection in Login Bypass","chromium","2026-04-06","passed","2026-04-06","IBM Bank - Authentication Security Suite ","Security_Tests\authSecurity.spec.js","",""
"","2915","SEC-06: Secure Cookie Flags","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Authentication Security Suite ","Security_Tests\authSecurity.spec.js","",""
"","69","API-04: Array Handling for Users","webkit","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
"","3403","SEC-03: Password Masking & DOM Security","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Authentication Security Suite ","Security_Tests\authSecurity.spec.js","",""
"","963","30. Step 2: Item Total math check ($29.99)","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Checkout Validation","e-commerce_Tests\saucedemo.spec.js","",""
"","5903","26. Step 1: Blocks empty First Name","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Checkout Validation","e-commerce_Tests\saucedemo.spec.js","",""
"","1689","SEC-11: IDOR in History - Unauthorized ID Access","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","4906","27. Step 1: Blocks empty Last Name","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Checkout Validation","e-commerce_Tests\saucedemo.spec.js","",""
"","2291","E2E-02: Automatic 10-Digit Account Number Generation","chromium","2026-04-02","failed","2026-04-02","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","0","POST /transactions/transfer - Should prevent negative amounts","chromium","2026-03-24","skipped","2026-03-24","IBM Bank - Backend API Tests","banking.spec.js","",""
"","0","API-06: Should reject registration if name is missing","chromium","2026-03-27","skipped","2026-03-27","Auth Module - API Integration Tests","Auth_Login_Tests\authAPI.spec.js","",""
"","1632","SEC-12: Horizontal Privilege Escalation - Balance Bypass","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","4922","Accessibility Test","firefox","2026-04-06","passed","2026-04-06","IBM Bank - Fund Transfer UI Tests","Transfer_Tests\transferUI.spec.js","",""
"","994","E2E-01: Successful User Registration","chromium","2026-04-06","passed","2026-04-06","Module 1: Authentication & Onboarding","E2E\authOnboarding.spec.js","",""
"","2526","5. Logout functionality clears session and redirects","chromium","2026-04-06","passed","2026-04-07","SauceDemo Functional Check","e-commerce_Tests\saucedemo.spec.js","",""
"","11","API-TR-03: Block Transfer with No Token","webkit","2026-04-06","passed","2026-04-06","Transfer API - IBM BANK (Dynamic Logic)","Transfer_Tests\transferAPI.spec.js","",""
"","1960","13. Back to products button functional flow","chromium","2026-04-07","passed","2026-04-07","SauceDemo Functional Check > Catalog Operations","e-commerce_Tests\saucedemo.spec.js","",""
"","2457","Full User Workflow: Registration to Logout","chromium","2026-04-06","passed","2026-04-06","","E2E\CompleteWorkflow.spec.js","",""
"","848","has title","chromium","2026-03-24","passed","2026-03-24","","example.spec.js","",""
"","1700","SEC-16: API Rate Limiting - Rapid Transaction Throttling","webkit","2026-04-06","passed","2026-04-06","IBM Bank - Access Control & IDOR Suite","Security_Tests\accessControl.spec.js","",""
"","89","API-13: Email Case Insensitivity Check","chromium","2026-03-27","failed","2026-03-27","Auth Module - 15 API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","146","API-09: Verify Account Number is 10 Digits","chromium","2026-04-06","passed","2026-04-06","Auth Module - API Test Cases","Auth_Login_Tests\authAPI.spec.js","",""
"","74","API-07: Chronological Sorting - Newest records first","chromium","2026-04-06","passed","2026-04-06","IBM Bank - History API Integration ","History_Tests\historyAPI.spec.js","",""
